created_at,tree_id,block_id,the_geom,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trnk_wire,trnk_light,trnk_other,brnch_ligh,brnch_shoe,brnch_othe,address,zipcode,zip_city,cb_num,borocode,boroname,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp
09/05/2015,204246,415345,"{'type': 'Point', 'coordinates': [-74.13565413722235, 40.56710370271643]}",8,0,OnCurb,Alive,Good,Acer campestre,hedge maple,1or2,Unsure,NoDamage,NYC Parks Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,208 WOLVERINE STREET,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,New York,40.5671037,-74.13565414,946560.743346,145916.818125
08/31/2015,193014,211158,"{'type': 'Point', 'coordinates': [-73.92220307515682, 40.66522203542396]}",22,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,713 RALPH AVENUE,11212,Brooklyn,316,3,Brooklyn,41,55,20,BK81,Brownsville,3090000,New York,40.66522204,-73.92220308,1005832.84593,181644.303756
08/27/2015,180707,230024,"{'type': 'Point', 'coordinates': [-73.95649258663089, 40.627001309145506]}",17,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1439 OCEAN AVENUE,11210,Brooklyn,314,3,Brooklyn,45,42,17,BK43,Midwood,3076200,New York,40.62700131,-73.95649259,996326.980427,167712.861475
09/02/2015,198230,411696,"{'type': 'Point', 'coordinates': [-74.1921610911247, 40.539370099142886]}",10,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,Damage,TreesCount Staff,"WiresRope,BranchLights",No,No,No,Yes,No,No,Yes,No,No,561 LAMONT AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI48,Arden Heights,5017009,New York,40.5393701,-74.19216109,930839.077939,135842.199166
08/31/2015,192814,102227,"{'type': 'Point', 'coordinates': [-74.00504966097043, 40.73998078715982]}",7,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,345 WEST 13 STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007700,New York,40.73998079,-74.00504966,982850.665516,208871.607569
08/27/2015,179828,102993,"{'type': 'Point', 'coordinates': [-73.9911988140183, 40.72180184476791]}",1,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,190 FORSYTH STREET,10002,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1003601,New York,40.72180184,-73.99119881,986689.602064,202248.533217
09/02/2015,196765,310309,"{'type': 'Point', 'coordinates': [-73.82961561789335, 40.70649325306424]}",20,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,84-061 ABINGDON ROAD,11415,Kew Gardens,409,4,Queens,29,27,15,QN60,Kew Gardens,4013600,New York,40.70649325,-73.82961562,1031489.69127,196716.967836
08/26/2015,178599,410841,"{'type': 'Point', 'coordinates': [-74.1563285618603, 40.53195765715974]}",13,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,4465 HYLAN BOULEVARD,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5015602,New York,40.53195766,-74.15632856,940793.851008,133121.86504
09/07/2015,208229,106402,"{'type': 'Point', 'coordinates': [-73.97237310801523, 40.78220389461905]}",5,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,1 WEST 81 STREET,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,New York,40.78220389,-73.97237311,991900.96172,224256.037102
08/30/2015,189313,349085,"{'type': 'Point', 'coordinates': [-73.85600425263182, 40.72877984849716]}",2,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,98-025 65 ROAD,11374,Rego Park,406,4,Queens,29,28,16,QN17,Forest Hills,4071304,New York,40.72877985,-73.85600425,1024160.0058,204823.516256
09/08/2015,208876,302094,"{'type': 'Point', 'coordinates': [-73.91633968601458, 40.77399973028186]}",20,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,23-071 28 STREET,11105,Astoria,401,4,Queens,22,36,12,QN72,Steinway,4011500,New York,40.77399973,-73.91633969,1007421.64885,221276.841945
08/30/2015,189570,223043,"{'type': 'Point', 'coordinates': [-73.97646441113959, 40.66701232112726]}",27,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,3or4,Helpful,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,587 6 STREET,11215,Brooklyn,306,3,Brooklyn,39,44,21,BK37,Park Slope-Gowanus,3016500,New York,40.66701232,-73.97646441,990779.196575,182287.848401
08/24/2015,170988,339667,"{'type': 'Point', 'coordinates': [-73.76764199907284, 40.60866168114924]}",7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,29-011 WESTBOURNE AVENUE,11691,Far Rockaway,414,4,Queens,31,23,10,QN15,Far Rockaway-Bayswater,4100801,New York,40.60866168,-73.767642,1048766.61308,161113.821523
08/26/2015,178783,222380,"{'type': 'Point', 'coordinates': [-73.90933909161998, 40.69775111583416]}",2,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,1528 PUTNAM AVENUE,11237,Brooklyn,304,3,Brooklyn,37,53,18,BK77,Bushwick North,3043900,New York,40.69775112,-73.90933909,1009389.37523,193499.012986
08/25/2015,175693,105648,"{'type': 'Point', 'coordinates': [-73.98065645047268, 40.74829709386316]}",4,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,30 PARK AVENUE,10016,New York,106,1,Manhattan,4,75,28,MN20,Murray Hill-Kips Bay,1008200,New York,40.74829709,-73.98065645,989609.709741,211902.05492
08/31/2015,190540,106697,"{'type': 'Point', 'coordinates': [-73.97423449341356, 40.792387023589114]}",7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Helpful,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,255 WEST 92 STREET,10025,New York,107,1,Manhattan,6,67,31,MN12,Upper West Side,1017900,New York,40.79238702,-73.97423449,991384.380404,227965.942412
08/12/2015,140722,219026,"{'type': 'Point', 'coordinates': [-73.9676460501815, 40.687678567049865]}",4,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,345 CLINTON AVENUE,11238,Brooklyn,302,3,Brooklyn,35,57,25,BK69,Clinton Hill,3019700,New York,40.68767857,-73.96764605,993222.787817,189817.935047
08/20/2015,161235,339804,"{'type': 'Point', 'coordinates': [-73.772342855482, 40.596266880967335]}",4,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,426 BEACH 40 STREET,11691,Far Rockaway,414,4,Queens,31,31,10,QN12,Hammels-Arverne-Edgemere,4097203,New York,40.59626688,-73.77234286,1047473.11042,156594.665207
08/20/2015,161242,339804,"{'type': 'Point', 'coordinates': [-73.77245394318506, 40.59683647901558]}",3,0,OnCurb,Alive,Poor,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,438 BEACH 40 STREET,11691,Far Rockaway,414,4,Queens,31,31,10,QN12,Hammels-Arverne-Edgemere,4097203,New York,40.59683648,-73.77245394,1047441.72105,156802.103441
08/29/2015,186060,505600,"{'type': 'Point', 'coordinates': [-73.8934063139104, 40.85791814268075]}",17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,4623 PARK AVENUE,10458,Bronx,206,2,Bronx,15,86,33,BX40,Fordham South,2038302,New York,40.85791814,-73.89340631,1013736.36621,251858.210572
08/27/2015,180891,342936,"{'type': 'Point', 'coordinates': [-73.86526993448096, 40.73999100224415]}",8,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,53-008 97 STREET,11368,Corona,404,4,Queens,21,35,13,QN25,Corona,4044302,New York,40.739991,-73.86526993,1021585.63988,208904.001205
08/28/2015,183381,331371,"{'type': 'Point', 'coordinates': [-73.75365462363227, 40.66362636421385]}",11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,144-044 225 STREET,11413,Springfield Gardens,413,4,Queens,31,31,10,QN03,Springfield Gardens South-Brookville,4068000,New York,40.66362636,-73.75365462,1052594.02767,181149.472069
08/22/2015,166440,348523,"{'type': 'Point', 'coordinates': [-73.86525670768232, 40.72186915184504]}",6,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,64-001 FITCHETT STREET,11374,Rego Park,406,4,Queens,29,28,15,QN18,Rego Park,4069702,New York,40.72186915,-73.86525671,1021599.46105,202301.658439
09/02/2015,196492,210467,"{'type': 'Point', 'coordinates': [-73.93644715389304, 40.604305228351556]}",37,0,OffsetFromCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2072 STUART STREET,11229,Brooklyn,318,3,Brooklyn,46,59,22,BK44,Madison,3066600,New York,40.60430523,-73.93644715,1001897.27867,159447.487257
08/10/2015,134320,337363,"{'type': 'Point', 'coordinates': [-73.73473543174987, 40.70321800070179]}",11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,221-040 MURDOCK AVENUE,11429,Queens Village,413,4,Queens,27,33,14,QN34,Queens Village,4058200,New York,40.703218,-73.73473543,1057799.11634,195589.114449
08/23/2015,168348,226376,"{'type': 'Point', 'coordinates': [-73.96350468040232, 40.67591256104146]}",10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Unsure,NoDamage,Volunteer,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,738 WASHINGTON AVENUE,11238,Brooklyn,308,3,Brooklyn,35,57,20,BK64,Prospect Heights,3020500,New York,40.67591256,-73.96350468,994373.108351,185531.690666
09/04/2015,201658,348116,"{'type': 'Point', 'coordinates': [-73.85049292510068, 40.71525300311096]}",32,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,70-004 INGRAM STREET,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4072300,New York,40.715253,-73.85049293,1025695.94072,199897.836147
09/05/2015,204165,415381,"{'type': 'Point', 'coordinates': [-74.13410013975913, 40.5674483333905]}",4,0,OnCurb,Alive,Good,Acer campestre,hedge maple,1or2,None,NoDamage,NYC Parks Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,168 WOLVERINE STREET,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,New York,40.56744833,-74.13410014,946992.687692,146041.710591
08/29/2015,186817,301700,"{'type': 'Point', 'coordinates': [-73.89080442865829, 40.770796739955074]}",4,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,79-001 21 AVENUE,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4031700,New York,40.77079674,-73.89080443,1014495.67736,220117.672019
09/02/2015,198164,311535,"{'type': 'Point', 'coordinates': [-73.82895529041788, 40.75195241033611]}",29,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,42-094 SAULL STREET,11355,Flushing,407,4,Queens,20,25,16,QN22,Flushing,4079702,New York,40.75195241,-73.82895529,1031640.42949,213279.480643
09/02/2015,196627,310473,"{'type': 'Point', 'coordinates': [-73.82549632406925, 40.71219318208699]}",17,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,125-002 QUEENS BOULEVARD,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4021600,New York,40.71219318,-73.82549632,1032627.64208,198795.868206
09/07/2015,208395,106403,"{'type': 'Point', 'coordinates': [-73.97613835640813, 40.78080394938657]}",13,0,OffsetFromCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,366 COLUMBUS AVENUE,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,New York,40.78080395,-73.97613836,990858.35685,223745.683136
08/31/2015,191733,310427,"{'type': 'Point', 'coordinates': [-73.82794407979267, 40.71175383782811]}",4,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,123-011 82 ROAD,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4021600,New York,40.71175384,-73.82794408,1031949.3662,198634.459736
09/08/2015,209913,108875,"{'type': 'Point', 'coordinates': [-73.96312071522566, 40.809077091635245]}",21,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,3000 BROADWAY,10027,New York,109,1,Manhattan,7,69,30,MN09,Morningside Heights,1020500,New York,40.80907709,-73.96312072,994459.187247,234047.818371
09/01/2015,194656,413528,"{'type': 'Point', 'coordinates': [-74.16264761325981, 40.56025909897613]}",3,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,1or2,None,Damage,TreesCount Staff,RootOther,No,No,Yes,No,No,No,No,No,No,630 ARTHUR KILL ROAD,10308,Staten Island,503,5,Staten Island,51,62,24,SI54,Great Kills,5014607,New York,40.5602591,-74.16264761,939056.430599,143435.935947
08/31/2015,192702,206426,"{'type': 'Point', 'coordinates': [-73.99518627114927, 40.617992061446785]}",20,0,OnCurb,Alive,Good,Acer rubrum,red maple,1or2,Harmful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,6912 17 AVENUE,11204,Brooklyn,311,3,Brooklyn,43,49,22,BK28,Bensonhurst West,3026200,New York,40.61799206,-73.99518627,985586.396594,164427.591798
08/31/2015,191162,224127,"{'type': 'Point', 'coordinates': [-74.0014707483652, 40.68162051359106]}",11,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,148 SUMMIT STREET,11231,Brooklyn,306,3,Brooklyn,39,52,26,BK33,Carroll Gardens-Columbia Street-Red Hook,3006300,New York,40.68162051,-74.00147075,983842.077248,187609.156656
08/31/2015,191248,232171,"{'type': 'Point', 'coordinates': [-73.95571955043029, 40.650159419405185]}",3,0,OnCurb,Alive,Poor,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,2201 BEDFORD AVENUE,11226,Brooklyn,317,3,Brooklyn,40,42,21,BK95,Erasmus,3079400,New York,40.65015942,-73.95571955,996537.298248,176150.0946
08/30/2015,189708,223525,"{'type': 'Point', 'coordinates': [-73.97323052472242, 40.67524603537304]}",13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,3or4,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,209 LINCOLN PLACE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,New York,40.67524604,-73.97323052,991675.418208,185287.882099
09/04/2015,201682,515571,"{'type': 'Point', 'coordinates': [-73.84936673017978, 40.903399783034004]}",11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,719 CRANFORD AVENUE,10470,Bronx,212,2,Bronx,11,81,36,BX62,Woodlawn-Wakefield,2044200,New York,40.90339978,-73.84936673,1025890.26415,268446.853576
09/01/2015,195151,342130,"{'type': 'Point', 'coordinates': [-73.87162803649807, 40.76416599592589]}",3,0,OnCurb,Alive,Good,Tilia americana,American linden,1or2,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,25-015 98 STREET,11369,East Elmhurst,403,4,Queens,21,35,13,QN27,East Elmhurst,4036700,New York,40.764166,-73.87162804,1019810.81207,217709.077427
08/25/2015,173925,206411,"{'type': 'Point', 'coordinates': [-73.99026971945337, 40.618915854764595]}",10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,6501 18 AVENUE,11204,Brooklyn,311,3,Brooklyn,47,49,17,BK28,Bensonhurst West,3025200,New York,40.61891585,-73.99026972,986951.301672,164764.267306
08/26/2015,178756,106241,"{'type': 'Point', 'coordinates': [-73.97980286957241, 40.776883569081534]}",14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,110 WEST 71 STREET,10023,New York,107,1,Manhattan,6,67,27,MN14,Lincoln Square,1015700,New York,40.77688357,-73.97980287,989843.818525,222317.101019
08/20/2015,163280,107629,"{'type': 'Point', 'coordinates': [-73.95532709911106, 40.77277225281873]}",15,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,1500 2 AVENUE,10075,New York,108,1,Manhattan,5,76,28,MN31,Lenox Hill-Roosevelt Island,1013400,New York,40.77277225,-73.9553271,996623.41717,220821.720808
08/30/2015,190420,106099,"{'type': 'Point', 'coordinates': [-73.98475371509943, 40.76996266103026]}",13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,8 COLUMBUS AVENUE,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,New York,40.76996266,-73.98475372,988473.066017,219795.30521
08/30/2015,190154,300780,"{'type': 'Point', 'coordinates': [-73.92575934741653, 40.762068387732796]}",10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Helpful,NoDamage,Volunteer,"WiresRope,TrunkLights,BranchLights",No,No,No,Yes,Yes,No,Yes,No,No,30-010 BROADWAY,11106,Astoria,401,4,Queens,22,36,12,QN70,Astoria,4005900,New York,40.76206839,-73.92575935,1004816.34173,216927.508124
08/31/2015,191273,105425,"{'type': 'Point', 'coordinates': [-73.98436754908766, 40.73943979278015]}",8,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,1or2,Harmful,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,139 EAST 23 STREET,10010,New York,106,1,Manhattan,2,75,28,MN21,Gramercy,1006800,New York,40.73943979,-73.98436755,988582.014618,208674.852385
08/26/2015,178435,309063,"{'type': 'Point', 'coordinates': [-73.86702522453213, 40.6906255669243]}",22,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,None,None,Damage,TreesCount Staff,"Stones,WiresRope,BranchLights",Yes,No,No,Yes,No,No,Yes,No,No,74-023 87 AVENUE,11421,Woodhaven,409,4,Queens,30,38,12,QN53,Woodhaven,4000400,New York,40.69062557,-73.86702522,1021126.5263,190917.94597
08/27/2015,180307,338338,"{'type': 'Point', 'coordinates': [-73.81814429380658, 40.58401171426236]}",3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,164 BEACH 97 STREET,11693,Far Rockaway,414,4,Queens,32,23,10,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,4094201,New York,40.58401171,-73.81814429,1034762.79332,152100.076099
08/27/2015,179475,223106,"{'type': 'Point', 'coordinates': [-73.98089638287, 40.66831143307048]}",16,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,469 7 STREET,11215,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015300,New York,40.66831143,-73.98089638,989549.584533,182760.852376
08/30/2015,189401,223528,"{'type': 'Point', 'coordinates': [-73.97201220349837, 40.67498646199742]}",20,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,Harmful,Damage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,22 8 AVENUE,11217,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015900,New York,40.67498646,-73.9720122,992013.390957,185193.417721
08/26/2015,176850,105341,"{'type': 'Point', 'coordinates': [-73.98261516507901, 40.73570804262992]}",7,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,335 2 AVENUE,10003,New York,106,1,Manhattan,2,74,28,MN21,Gramercy,1006400,New York,40.73570804,-73.98261517,989067.899473,207315.349527
08/31/2015,191197,310448,"{'type': 'Point', 'coordinates': [-73.83049495134772, 40.712661666273114]}",4,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,108 81 AVENUE,11415,Kew Gardens,409,4,Queens,29,28,15,QN60,Kew Gardens,4077300,New York,40.71266167,-73.83049495,1031241.54446,198963.829812
08/29/2015,183942,504242,"{'type': 'Point', 'coordinates': [-73.90137420267449, 40.85392217509237]}",3,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2095 ANTHONY AVENUE,10457,Bronx,205,2,Bronx,15,86,33,BX41,Mount Hope,2038100,New York,40.85392218,-73.9013742,1011533.89752,250399.745313
08/26/2015,178779,229016,"{'type': 'Point', 'coordinates': [-73.97579405598702, 40.64072804862932]}",7,0,OnCurb,Alive,Poor,Ginkgo biloba,ginkgo,1or2,Helpful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,403 AVENUE C,11218,Brooklyn,312,3,Brooklyn,39,44,17,BK41,Kensington-Ocean Parkway,3049400,New York,40.64072805,-73.97579406,990967.811356,172711.810794
08/30/2015,189593,223272,"{'type': 'Point', 'coordinates': [-73.97521359341532, 40.67179945111836]}",20,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,3or4,None,Damage,Volunteer,"Stones,RootOther",Yes,No,Yes,No,No,No,No,No,No,23 FISKE PLACE,11215,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3015700,New York,40.67179945,-73.97521359,991125.702444,184032.031264
09/03/2015,200590,306674,"{'type': 'Point', 'coordinates': [-73.78793924620142, 40.73275125780878]}",19,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,69-046 183 STREET,11365,Fresh Meadows,408,4,Queens,24,25,11,QN41,Fresh Meadows-Utopia,4134100,New York,40.73275126,-73.78793925,1043021.43756,206308.760661
09/03/2015,200604,311557,"{'type': 'Point', 'coordinates': [-73.83485945619927, 40.753950211492175]}",13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,131-010 MAPLE AVENUE,11355,Flushing,407,4,Queens,20,40,16,QN22,Flushing,4084900,New York,40.75395021,-73.83485946,1030003.2241,214004.203931
08/27/2015,180266,106095,"{'type': 'Point', 'coordinates': [-73.98369364073422, 40.77033272090147]}",7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,43 WEST 61 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,New York,40.77033272,-73.98369364,988766.670745,219930.183221
09/06/2015,206337,224360,"{'type': 'Point', 'coordinates': [-73.9954703275665, 40.6858461395734]}",17,0,OnCurb,Alive,Good,Tilia americana,American linden,None,Harmful,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,233 KANE STREET,11201,Brooklyn,306,3,Brooklyn,39,52,26,BK33,Carroll Gardens-Columbia Street-Red Hook,3004500,New York,40.68584614,-73.99547033,985506.257974,189148.703773
09/06/2015,206338,224360,"{'type': 'Point', 'coordinates': [-73.99536155283243, 40.68581010748825]}",15,0,OnCurb,Alive,Good,Tilia americana,American linden,None,Harmful,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,239 KANE STREET,11201,Brooklyn,306,3,Brooklyn,39,52,26,BK33,Carroll Gardens-Columbia Street-Red Hook,3004500,New York,40.68581011,-73.99536155,985536.426221,189135.577815
08/30/2015,190393,107488,"{'type': 'Point', 'coordinates': [-73.95993923683677, 40.76955938613082]}",4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,3or4,Unsure,NoDamage,Volunteer,"Stones,BranchLights,BranchOther",Yes,No,No,No,No,No,Yes,No,Yes,209 EAST 72 STREET,10021,New York,108,1,Manhattan,4,76,28,MN31,Lenox Hill-Roosevelt Island,1012600,New York,40.76955939,-73.95993924,995346.491247,219650.54861
09/04/2015,201558,102919,"{'type': 'Point', 'coordinates': [-73.98958223874826, 40.72173135843938]}",10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,77 STANTON STREET,10002,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1003601,New York,40.72173136,-73.98958224,987137.703858,202222.902034
09/06/2015,205787,106342,"{'type': 'Point', 'coordinates': [-73.98322687764586, 40.78010688421972]}",10,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,3or4,Harmful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,262 WEST 73 STREET,10023,New York,107,1,Manhattan,6,67,29,MN14,Lincoln Square,1015900,New York,40.78010688,-73.98322688,988895.276787,223491.263369
09/06/2015,205970,301269,"{'type': 'Point', 'coordinates': [-73.89434095986375, 40.76810089883451]}",6,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,22-012 75 STREET,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4031700,New York,40.7681009,-73.89434096,1013517.29185,219134.286847
